,Unnamed: 0,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,house_age,city_rank,PC 1,PC 2,PC 3,Cluster
16875,16875,2014,465000,4,2.25,2070,7500,2.0,0,0,4,7,1977,0,98034,37,6.0,-75694.36308997638,-6894.624580967591,6161.77538641337,0
16876,16876,2014,425000,3,2.25,1740,9682,1.0,0,0,5,8,1969,0,98056,45,19.0,-115670.6324176432,-4306.949996367248,6192.028792475832,0
16877,16877,2014,445000,4,2.0,1700,21780,1.0,0,0,4,6,1940,0,98052,74,5.0,-95548.80863431317,7586.845945540382,6237.7076097503605,0
16878,16878,2014,179950,2,1.0,1200,9000,1.0,0,0,3,6,1958,0,98023,56,24.0,-360715.44724989595,-2499.129017985139,6315.525613489575,2
16879,16879,2015,275000,3,2.5,1710,7230,2.0,0,0,3,7,1996,0,98003,19,24.0,-265687.6082611682,-5234.019766083009,6261.465429278211,2
16880,16880,2014,190000,4,2.5,1840,13493,2.0,0,0,3,7,1994,0,98001,20,23.0,-350619.1937944731,1892.9630145911997,6335.674041489806,2
16881,16881,2014,385000,3,1.75,1900,5520,1.0,0,0,3,7,1982,0,98118,32,10.0,-155710.518558408,-8061.69719840121,6199.451464287939,2
16882,16882,2015,303000,4,1.0,2300,9583,1.0,0,0,3,6,1928,0,98024,87,9.0,-237664.15020606483,-3164.401752399453,6263.122114286149,2
16883,16883,2015,165000,3,1.0,970,7503,1.0,0,0,4,6,1967,0,98058,48,19.0,-375680.2665289304,-3844.641178333812,6320.455089434268,2
16884,16884,2015,600000,2,2.0,1270,5000,1.0,0,0,3,6,1944,0,98107,71,10.0,59271.63150631927,-10768.819703105031,6085.8937160236,0
16885,16885,2014,710000,3,2.25,3130,65775,2.0,0,0,4,8,1978,0,98027,36,8.0,169886.72680401246,48888.52366994174,6315.638365985934,4
16886,16886,2015,875000,5,3.25,4230,21455,2.0,0,0,3,10,1990,0,98074,25,4.0,334429.40816925326,2896.7363337517336,6033.443326470877,4
16887,16887,2014,269950,3,2.5,1480,9743,2.0,0,0,4,7,1996,0,98010,18,18.0,-270712.1975323758,-2670.4427791301414,6282.570726005921,2
16888,16888,2014,838000,4,2.5,3310,42998,2.0,0,0,3,9,2001,0,98052,13,5.0,297648.7233899116,24812.225246365648,6149.085375562048,4
16889,16889,2014,670500,4,2.0,1590,6750,1.0,0,0,3,7,1951,0,98102,63,10.0,129786.2234338804,-9734.85689742825,6063.756640249646,0
16890,16890,2015,420000,4,1.5,1690,9391,1.0,0,0,3,7,1960,0,98155,55,10.0,-120673.40546960487,-4547.30509738015,6207.052204689807,2
16891,16891,2014,370000,3,1.5,1690,161913,1.0,0,0,2,7,1952,0,98030,62,22.0,-169120.5599427648,148473.0576171053,6930.732147168588,2
16892,16892,2014,360000,3,1.75,1500,7200,1.0,0,0,3,7,1957,0,98133,57,10.0,-180692.807769871,-6128.69044743388,6229.305515278763,2
16893,16893,2014,562500,4,2.5,2320,8721,2.0,0,0,3,8,1991,0,98034,23,6.0,21813.29625839816,-6664.329482284837,6135.942843599695,0
16894,16894,2014,360500,3,2.5,3300,11525,1.0,0,0,5,8,1961,0,98198,53,10.0,-180145.71906974696,-1804.7077258658535,6258.573280483926,2
16895,16895,2014,389999,3,2.25,1445,1471,2.0,0,0,3,7,2003,0,98027,11,8.0,-150753.72829179637,-12162.403369745121,6190.444405419717,2
16896,16896,2014,450000,4,3.0,1890,13140,1.0,0,0,4,7,1967,0,98027,47,8.0,-90636.54655571633,-1103.0397402174576,6215.51728927583,0
16897,16897,2015,247500,4,2.0,1760,8400,1.0,0,0,3,7,1962,0,98003,53,24.0,-293174.15509114944,-3784.5042876215716,6299.208855698063,2
16898,16898,2015,208000,3,1.0,1050,6240,1.0,0,0,5,5,1948,0,98146,67,10.0,-332695.24889089406,-5544.571954693845,6307.711994632544,2
16899,16899,2014,455000,3,2.5,1980,7309,2.0,0,0,3,7,1993,0,98034,21,6.0,-85695.9178537227,-6984.282967410868,6189.725599739978,0
16900,16900,2014,379400,4,1.75,2120,7680,1.0,0,0,4,7,1950,0,98177,64,10.0,-161287.8725978734,-5844.475397328811,6232.106070061974,2
16901,16901,2014,190000,3,1.5,760,40039,1.0,0,0,3,6,1906,0,98065,108,11.0,-350351.27544598246,28434.501117939948,6473.1190243134015,2
16902,16902,2014,326188,3,1.0,1300,8800,1.0,0,0,3,7,1977,0,98053,37,5.0,-214487.08886593595,-4185.590712986507,6263.311040111805,2
16903,16903,2014,168000,2,2.5,1160,2174,2.0,0,0,3,7,1998,0,98106,16,10.0,-372734.245985021,-9203.42751760951,6315.432769431581,2
16904,16904,2014,314000,4,2.5,2340,8990,2.0,0,0,3,8,2003,0,98038,11,20.0,-226670.68278889192,-3869.186003114987,6277.029327660548,2
16905,16905,2014,630000,4,2.75,2710,37277,2.0,0,0,3,9,2000,0,98027,14,8.0,89600.62071859246,21204.52237905893,6245.125829230289,0
16906,16906,2015,550000,3,1.75,1440,8957,1.0,0,0,4,7,1957,0,98008,58,3.0,9314.823687309014,-6303.4668941003665,6152.636862008442,0
16907,16907,2014,530000,4,2.25,1980,15086,2.0,0,0,3,8,1981,0,98074,33,4.0,-10620.869908997622,29.74317643703894,6194.372024453822,0
16908,16908,2015,637500,3,1.75,1680,10685,1.0,0,0,4,7,1966,0,98033,49,6.0,96828.1438460197,-5464.503635046415,6118.248413810556,0
16909,16909,2015,400000,3,2.5,1390,2815,2.0,0,0,3,8,1999,0,98126,16,10.0,-140739.69224993183,-10920.371416964903,6205.153302966396,2
16910,16910,2014,700000,5,2.75,3100,9825,2.0,0,2,4,8,1950,1982,98125,64,10.0,159318.8374532711,-6956.4537725407845,6086.338375775617,4
16911,16911,2014,272000,3,2.5,1680,8512,2.0,0,0,3,7,1991,0,98022,23,21.0,-268674.45647274493,-3921.8292334386447,6300.737057472765,2
16912,16912,2015,600000,4,2.5,2710,6474,2.0,0,0,3,8,2004,0,98065,11,11.0,59289.152247550825,-9291.53984853429,6126.953111863957,0
16913,16913,2015,450600,2,1.0,840,7020,1.5,0,0,4,7,1943,0,98136,72,10.0,-90100.6148456883,-7231.384917154427,6199.668413670639,0
16914,16914,2014,550000,3,2.25,2090,8095,2.0,0,2,3,10,1988,0,98136,26,10.0,9307.205671081412,-7163.889032391475,6159.55767410087,0
16915,16915,2015,225000,3,1.0,1120,8407,1.0,0,0,5,6,1987,0,98022,28,21.0,-315673.9986323694,-3550.414291584304,6326.184305567372,2
16916,16916,2015,132825,3,1.5,1210,5200,1.0,0,0,5,6,1969,0,98042,46,22.0,-407876.5218524694,-5819.977854510161,6360.642749042054,2
16917,16917,2014,580000,5,2.0,1940,6000,1.0,0,0,5,7,1945,0,98115,69,10.0,39284.05172133995,-9564.099053591963,6136.715626180169,0
16918,16918,2014,568000,3,1.75,1930,213008,1.0,0,2,3,7,1980,0,98053,34,5.0,29388.63021532417,197552.38831419393,7089.657698077449,0
16919,16919,2015,406000,3,1.75,1270,6017,1.0,0,0,4,7,1990,0,98028,25,14.0,-134707.67330769956,-7779.895493810411,6226.141358520796,2
16920,16920,2014,469000,3,1.75,1680,2400,1.5,0,0,3,7,1929,0,98117,85,10.0,-71747.07510621236,-12036.123980639455,6179.62686458411,0
16921,16921,2014,415000,3,2.5,2090,6045,2.0,0,0,3,8,2000,0,98056,14,19.0,-125706.42946706292,-7841.411761410929,6227.161971976461,2
16922,16922,2014,390000,3,1.5,1000,13991,1.0,0,0,4,7,1956,0,98006,58,3.0,-150626.24773368938,355.5677795604376,6272.631872362605,2
16923,16923,2015,251000,3,1.75,1350,10125,1.0,0,0,3,8,1967,0,98003,48,24.0,-289657.51639247435,-2096.309880522307,6329.516685284664,2
16924,16924,2015,750000,3,2.5,3280,6750,2.0,0,1,3,9,2001,0,98126,14,10.0,209284.96622190034,-10539.086741008594,6064.94873028209,4
16925,16925,2015,845000,4,2.5,2390,5071,2.0,0,0,3,9,1988,0,98122,27,10.0,304261.276665996,-13185.877451524333,6005.195525020411,4
16926,16926,2014,350000,3,1.5,1860,17640,1.0,0,0,4,7,1966,0,98059,48,19.0,-190585.51849687318,4413.016159992712,6317.7525927303495,2
16927,16927,2015,322000,3,1.0,1380,5864,1.0,0,0,3,7,1944,0,98133,71,10.0,-218704.55506943862,-7078.7614233199065,6277.34600450941,2
16928,16928,2015,664500,4,2.25,3070,9210,2.0,0,0,3,8,2010,0,98011,5,12.0,123814.16098186508,-7210.592950333131,6123.600256530056,0
16929,16929,2015,988000,3,1.75,2190,3800,1.5,0,2,4,8,1923,0,98109,92,10.0,447240.3863959252,-15910.987576857662,5928.314441738219,4
16930,16930,2014,625000,2,1.75,1990,4000,1.0,0,0,5,7,1952,0,98103,62,10.0,84261.4195081971,-12021.358640144512,6117.493234486515,0
16931,16931,2014,675000,2,1.0,930,36478,1.0,0,2,3,6,1951,0,98006,63,3.0,134586.99094853425,19943.683099854537,6236.390923440105,0
16932,16932,2015,503000,3,1.75,2070,9827,1.0,0,0,4,7,1967,0,98027,48,8.0,-37672.71154479578,-4954.331467856513,6209.697191792865,0
16933,16933,2014,431000,4,2.25,2170,10500,1.0,0,2,4,8,1960,0,98166,54,10.0,-109661.85857369407,-3549.2338304210507,6251.489216781393,0
16934,16934,2014,250000,3,1.75,1910,10230,1.0,0,0,4,7,1964,0,98031,50,22.0,-290655.4087978605,-1979.8477124163526,6343.923616103584,2
16935,16935,2014,268500,4,2.5,2100,4237,2.0,0,0,3,8,2006,0,98031,8,22.0,-272216.9716028649,-8160.062570273194,6308.8595309185675,2
16936,16936,2015,1070000,6,3.25,3560,21400,2.0,0,4,4,9,1952,0,98177,63,10.0,529417.3012310496,857.565608670704,5979.1954185755785,4
16937,16937,2014,295000,4,2.5,2290,4539,2.0,0,0,3,7,2001,0,98058,13,19.0,-245714.98086352594,-8127.024803556019,6299.318325622706,2
16938,16938,2014,780000,3,2.25,2130,11782,1.0,0,0,4,8,1977,0,98040,37,2.0,239332.50040977838,-5815.2256243810525,6081.391960764574,4
16939,16939,2015,354000,3,2.5,2160,15817,2.0,0,0,3,8,1999,0,98031,16,22.0,-186603.72734828945,2550.147295367173,6321.708429898859,2
16940,16940,2014,305000,2,1.0,860,7250,1.0,0,0,3,6,1949,0,98133,65,10.0,-235690.46802486398,-5521.356461242068,6303.253060668788,2
16941,16941,2015,733000,5,2.75,2880,4425,2.0,0,0,3,8,2005,0,98052,10,5.0,192261.54891351267,-12692.155482437982,6078.419491541701,4
16942,16942,2014,640000,4,2.75,2100,11894,1.0,0,0,4,8,1968,0,98004,46,3.0,99341.05114015039,-4280.128644260013,6158.292746111579,0
16943,16943,2015,840000,4,2.5,2360,9600,1.0,0,2,3,8,1973,0,98040,42,2.0,299307.5306250744,-8606.487394389227,6046.320778668674,4
16944,16944,2014,1480000,5,3.25,3680,10300,1.5,0,0,4,10,1927,0,98105,87,10.0,939282.8434908666,-14409.360978057444,5724.537030451738,3
16945,16945,2015,525000,3,1.0,1560,8100,1.0,0,0,4,8,1952,0,98177,63,10.0,-15692.326670494924,-6906.185222035592,6201.175653370613,0
16946,16946,2014,625000,4,2.75,1680,11180,1.0,0,0,4,7,1966,0,98052,48,5.0,84333.85869926617,-4842.642578712364,6164.985488569758,0
16947,16947,2014,350000,3,2.0,1380,3600,3.0,0,0,3,8,2015,0,98122,-1,10.0,-190729.04816900098,-9627.337040287932,6272.63221559927,2
16948,16948,2014,650000,4,2.75,2610,4160,3.0,0,0,5,8,1910,0,98103,104,10.0,109262.8084823697,-12114.091442990924,6125.865329900629,0
16949,16949,2014,435000,2,1.0,870,4000,1.0,0,2,3,7,1950,0,98126,64,10.0,-105730.4079784757,-10092.694278832996,6230.09738534596,0
16950,16950,2014,660000,3,1.0,1210,9622,1.0,0,1,3,8,1955,2009,98006,59,3.0,119315.6148390414,-6757.564669912031,6137.946173136089,0
16951,16951,2015,350000,3,1.0,1150,12877,1.0,0,0,4,6,1970,0,98053,45,5.0,-190635.16145211845,-351.5096105216243,6317.937096473031,2
16952,16952,2015,435000,3,2.5,3110,6000,1.0,0,2,3,8,1967,0,98106,48,10.0,-105706.15013030525,-8087.399862987642,6251.927055673691,0
16953,16953,2014,375900,6,1.5,2550,33740,1.0,0,0,4,8,1958,0,98023,56,24.0,-164522.04157443182,20250.232759810544,6407.846693699163,2
16954,16954,2014,272000,3,3.0,2430,10500,1.0,0,0,4,8,1983,0,98003,31,24.0,-268652.91565768386,-1932.333813781214,6356.038247305036,2
16955,16955,2015,233000,3,1.75,1460,7800,1.0,0,0,2,7,1979,0,98023,36,24.0,-307679.9795915972,-4238.059108953938,6360.716778377125,2
16956,16956,2014,500000,4,1.5,1330,5750,1.5,0,2,3,7,1915,0,98116,99,10.0,-40715.27670214553,-9002.49204123168,6213.332964152002,0
16957,16957,2015,540000,4,1.75,2040,9322,1.0,0,0,3,8,1977,0,98155,38,10.0,-679.858450610115,-5835.6347863144465,6213.104961040294,0
16958,16958,2014,712000,3,2.5,2375,4094,2.0,0,0,3,9,2002,0,98052,12,5.0,171258.4263158949,-12810.958591272465,6102.604390919845,4
16959,16959,2014,425000,4,2.5,2480,4504,2.0,0,0,3,7,2005,0,98059,9,19.0,-115721.92299947368,-9483.196056140428,6254.631556268406,0
16960,16960,2014,242000,3,1.75,1580,6099,1.0,0,0,5,7,1944,0,98168,70,10.0,-298697.5362029388,-6030.196930607529,6353.729360371417,2
16961,16961,2014,515000,5,3.25,2740,9629,1.0,0,0,5,7,1977,0,98011,37,12.0,-25674.174823655874,-5272.810501864035,6234.484988287627,0
16962,16962,2014,415000,4,1.75,1920,7700,2.0,0,0,4,7,1970,0,98056,44,19.0,-125689.8880320836,-6187.121954023254,6274.931502161155,2
16963,16963,2014,375000,3,2.75,2200,9600,1.0,0,3,4,8,1977,0,98003,37,24.0,-165667.95283138365,-3879.9361467401836,6306.558475583186,2
16964,16964,2014,182500,3,1.0,910,7194,1.0,0,0,4,7,1971,0,98001,43,23.0,-358184.4071476213,-4332.0270973402685,6390.726708929627,2
16965,16965,2015,310000,3,1.5,1860,10379,1.0,0,0,3,7,1963,0,98198,52,10.0,-230657.16733065527,-2441.086768332481,6344.292825348542,2
16966,16966,2014,360000,3,1.75,1510,6000,1.0,0,0,3,7,1947,0,98136,67,10.0,-180704.95234616377,-7328.9284099809165,6297.845747648983,2
16967,16967,2015,889000,4,3.5,3920,9555,2.0,0,0,3,9,2004,0,98053,11,5.0,348307.20869032975,-9145.926542822745,6051.514269161934,4
16968,16968,2015,450500,2,1.0,1330,3698,1.0,0,0,3,7,1952,0,98117,63,10.0,-90233.4879311883,-10551.211702306779,6241.673783706081,0
16969,16969,2015,342000,4,2.25,1964,3541,2.0,0,0,3,9,2013,0,98030,2,22.0,-198728.1862448085,-9603.677250109853,6301.024434496869,2
16970,16970,2014,413000,3,2.0,1520,3451,1.0,0,0,3,8,1996,0,98177,18,10.0,-127733.6652339618,-10416.538897433767,6262.876204492274,2
16971,16971,2014,960000,5,4.0,3720,15200,2.0,0,0,3,10,2005,0,98075,9,4.0,419360.4485739785,-4223.561957698258,6043.65709852863,4
16972,16972,2014,180000,2,1.0,770,9370,1.0,0,0,3,7,1947,0,98155,67,10.0,-360662.40091635945,-2131.1577720004725,6409.307545665104,2
16973,16973,2014,770000,4,2.5,3210,14910,2.0,0,0,3,10,1995,0,98074,19,4.0,229366.73576623143,-2583.3176202014993,6140.553230769378,4
16974,16974,2014,224400,3,1.75,1070,7200,1.0,0,0,3,7,1994,0,98010,20,18.0,-316286.29428633547,-4751.625635662642,6379.778785067954,2
16975,16975,2015,280000,3,1.5,1430,8861,1.0,0,0,3,7,1956,0,98188,59,10.0,-260671.74607367633,-3655.106418078945,6361.0333428797485,2
16976,16976,2015,500000,3,2.5,1670,2575,2.0,0,0,3,8,2000,0,98027,15,8.0,-40746.93922320907,-12176.531997684064,6220.458013830123,0
16977,16977,2015,153000,2,1.0,710,9000,1.0,0,0,5,6,1943,0,98166,72,10.0,-387664.8252158023,-2226.8318468801913,6426.338149189243,2
16978,16978,2014,385000,3,2.25,1920,4833,1.0,0,0,4,7,1921,0,98133,93,10.0,-155717.42148914534,-8749.055148812611,6293.280468798012,2
16979,16979,2014,325000,2,1.0,750,5534,1.0,0,0,3,7,1947,0,98177,67,10.0,-215709.15014817094,-7441.010452744253,6323.570961503414,2
16980,16980,2015,315000,4,3.0,2210,4191,2.0,0,0,3,7,2004,0,98002,11,23.0,-225719.70388184945,-8678.6969135426,6330.027271391644,2
16981,16981,2014,294999,4,2.5,1660,9760,2.0,0,0,3,7,1994,0,98030,20,22.0,-245664.00087203362,-2908.080651652562,6364.440205868349,2
16982,16982,2014,175000,3,1.75,1910,17003,1.5,0,0,4,8,1963,0,98001,51,23.0,-365582.5499306359,5554.919181784165,6461.721359561335,2
16983,16983,2015,146000,2,1.0,780,9750,1.0,0,0,3,6,1937,0,98168,78,10.0,-394656.7038387561,-1405.5796108924012,6439.681486074895,2
16984,16984,2014,290000,3,2.25,1650,10336,1.0,0,0,3,7,1962,0,98133,52,10.0,-250656.8972475749,-2281.357145313761,6372.553663100858,2
16985,16985,2014,1780000,3,3.25,3230,7800,2.0,0,3,3,10,2005,0,98199,9,10.0,1239240.6720046587,-19960.180873032437,5596.888439420822,3
16986,16986,2014,367500,2,1.0,810,4800,1.0,0,0,3,6,1919,0,98118,95,10.0,-173218.76710881502,-8606.881395495475,6305.405778767095,2
16987,16987,2015,535000,4,2.5,2750,15099,2.0,0,0,3,8,1994,0,98019,21,17.0,-5619.616188157074,-6.574707594476072,6275.185967301071,0
16988,16988,2014,334999,3,2.5,1650,13816,2.0,0,0,3,7,1998,0,98014,16,15.0,-205624.92350431913,740.975800755653,6369.210337436075,2
16989,16989,2014,655000,3,1.75,1960,5520,1.0,0,0,4,7,1952,0,98199,62,10.0,114275.24308330989,-10806.785742654441,6167.760059965933,0
16990,16990,2014,1300000,4,3.5,2790,10125,1.5,0,0,5,8,1985,0,98040,29,2.0,759289.1214745791,-12756.889281972197,5859.269052797346,3
16991,16991,2015,480000,4,2.25,2230,11200,1.0,0,0,4,7,1977,0,98011,38,12.0,-60657.222596730215,-3347.4900740754265,6287.594400041549,0
16992,16992,2015,465000,3,1.5,1280,4720,1.0,0,0,4,7,1941,0,98126,74,10.0,-75723.95035438545,-9676.91362637547,6262.592786975335,0
16993,16993,2014,297950,3,2.0,1240,10800,1.0,0,0,3,7,1967,2010,98058,47,19.0,-242703.04029794346,-1899.3017332473394,6374.054848653819,2
16994,16994,2015,590000,3,2.0,1860,3600,1.5,0,0,3,7,1915,0,98122,100,10.0,49259.021036983504,-12066.149414211604,6197.165393045929,0
16995,16995,2014,805000,4,2.75,2410,6000,1.0,0,0,5,8,1950,0,98107,64,10.0,264272.9183444558,-11850.5846872513,6100.177540135339,4
16996,16996,2015,204250,3,2.25,1960,7708,1.0,0,0,4,7,1984,0,98023,31,24.0,-336428.4860096727,-4036.765495517995,6418.356943378132,2
16997,16997,2014,500000,3,2.25,1710,4561,2.0,0,0,4,8,1994,0,98029,20,8.0,-40726.674383643694,-10190.661285050443,6250.692390070051,0
16998,16998,2014,490000,4,2.5,3480,12696,1.0,0,0,4,9,1977,0,98042,37,22.0,-50640.35545409419,-1950.2484634907935,6301.638716295093,0
16999,16999,2015,2500000,4,3.75,3480,14850,1.0,0,4,3,9,1951,2013,98004,64,3.0,1959274.6703628742,-20229.408023267413,5267.293449990575,1
17000,17000,2014,750000,3,2.5,2960,69351,2.0,1,3,4,9,1990,0,98070,24,13.0,209920.69467691352,52056.71933574184,6425.536559154476,4
17001,17001,2015,405000,4,2.5,2670,20894,2.0,0,0,3,9,2002,0,98155,13,10.0,-135553.9227120636,7109.30172026886,6382.678311626756,2
17002,17002,2014,209995,2,1.0,700,7303,1.0,0,0,5,5,1953,0,98056,61,19.0,-330690.1162185885,-4503.232403574546,6414.036580001883,2
17003,17003,2014,680000,4,2.5,2830,8399,2.0,0,0,3,9,1998,0,98075,16,4.0,139304.705362238,-8180.044891768963,6185.8036276800685,0
17004,17004,2014,355000,3,1.75,1120,7740,1.0,0,0,4,6,1948,0,98125,66,10.0,-185687.66738589367,-5539.331990388728,6344.704712658631,2
17005,17005,2015,280000,2,1.0,1310,6600,1.0,0,0,3,6,1942,0,98168,73,10.0,-260694.92258217247,-5916.385492189957,6380.159984490454,2
17006,17006,2014,385000,3,2.25,1710,11500,1.0,0,0,3,7,1978,0,98028,36,14.0,-155650.0145715766,-2083.10630095639,6350.944000391039,2
17007,17007,2014,505000,4,2.75,2200,9778,1.0,0,0,4,8,1962,0,98006,52,3.0,-35673.05317483244,-5023.684979704846,6283.9882185617425,0
17008,17008,2014,429900,4,3.25,3310,8897,2.0,0,0,3,9,1991,0,98003,23,24.0,-110776.05650919031,-5138.496763520408,6324.715951778407,0
17009,17009,2014,560000,4,2.5,2280,9874,2.0,0,0,3,9,1989,0,98034,25,6.0,19325.131894473903,-5486.61940120883,6258.326571522673,0
17010,17010,2014,231000,3,2.0,1640,4875,1.0,0,0,4,7,1977,0,98042,37,22.0,-309709.2605190646,-7142.355960194806,6404.161853514303,2
17011,17011,2015,135000,2,1.0,750,5217,1.0,0,0,4,6,1943,0,98106,72,10.0,-405702.22834440845,-5826.65295435266,6452.555543910814,2
17012,17012,2014,800000,4,3.0,3520,4895,1.0,0,0,3,8,1954,0,98107,60,10.0,259263.9088816772,-12902.069366213665,6119.514462692846,4
17013,17013,2014,420000,3,2.5,2720,8622,2.0,0,0,3,8,2002,0,98059,12,19.0,-120679.35658801268,-5314.301589361084,6331.062995105676,2
17014,17014,2014,360000,3,1.0,1660,9600,1.0,0,0,3,7,1963,0,98034,51,6.0,-180668.0769159777,-3729.0015193423474,6362.971837986589,2
17015,17015,2014,642000,4,2.5,2560,8780,2.0,0,0,3,9,1992,0,98029,22,8.0,101310.1356455713,-7413.47814992556,6218.057657347145,0
17016,17016,2015,379950,3,2.0,1080,5077,1.0,0,0,3,7,1985,0,98052,30,5.0,-160766.12685589114,-8455.929181015677,6331.511480911311,2
17017,17017,2014,745000,3,1.75,2050,11041,1.5,0,0,5,9,1959,0,98005,55,3.0,204326.73136873287,-6200.931576171547,6174.760578344763,4
17018,17018,2014,630000,4,2.0,2670,3240,1.5,0,0,4,9,1930,0,98144,84,10.0,89254.66167112347,-12830.89924611444,6202.3182323083465,0
17019,17019,2015,250000,3,2.5,1730,7200,2.0,0,0,4,7,1985,0,98031,30,22.0,-290686.48070111906,-5010.475273757319,6414.342098485045,2
17020,17020,2014,275000,3,1.0,990,9798,1.0,0,0,3,7,1968,0,98072,46,7.0,-265662.70604702225,-2668.593351196866,6411.033593434704,2
17021,17021,2015,435000,6,3.0,3560,4290,1.0,0,0,4,7,1957,0,98118,58,10.0,-105722.70881108497,-9796.515734852152,6315.034833363093,0
17022,17022,2015,175000,2,1.0,700,8174,1.0,0,0,3,5,1941,0,98146,74,10.0,-365674.3896480005,-3276.6496551000496,6456.119134135183,2
17023,17023,2014,560000,4,1.75,1880,3880,1.5,0,0,4,7,1944,0,98107,70,10.0,19263.514974146772,-11481.278326870703,6243.129874875978,0
17024,17024,2014,325000,4,2.25,1870,9680,1.0,0,0,4,7,1959,0,98034,55,6.0,-215665.02513758946,-3292.745856509572,6392.368786823048,2
17025,17025,2014,1190000,3,2.75,2500,5568,2.0,0,0,5,9,1905,0,98112,109,10.0,649248.17584671,-16196.252529838643,5929.036050054345,3
17026,17026,2014,399950,3,2.5,2570,10431,2.0,0,0,3,9,1989,0,98031,25,22.0,-140710.15873117477,-3302.0180458039576,6362.044340977269,2
17027,17027,2014,752000,4,2.5,2940,10382,2.0,0,0,4,9,1991,0,98059,23,19.0,211321.22579694435,-6928.941250599461,6182.020796502048,4
17028,17028,2015,1200000,4,3.5,3930,43560,2.0,0,0,3,10,2003,0,98072,12,7.0,659636.2905555079,21695.08471735855,6106.77255799311,3
17029,17029,2014,400000,4,1.5,2150,11026,1.0,0,0,4,7,1952,0,98028,62,14.0,-140654.8495383521,-2708.5998731973873,6365.854684246781,2
17030,17030,2014,240000,3,2.0,1330,6000,1.0,0,0,4,7,1900,0,98108,114,10.0,-300698.84169252135,-6109.779834706733,6423.151933695753,2
17031,17031,2014,640000,5,2.5,3220,4759,2.0,0,0,3,8,2003,0,98075,11,4.0,99270.53907322921,-11412.363938470888,6219.589582338244,0
17032,17032,2015,564450,3,2.5,2710,6174,2.0,0,0,3,9,1998,0,98056,17,19.0,23738.053899000817,-9230.68058326235,6263.987524038155,0
17033,17033,2015,300000,3,1.5,1630,82764,1.0,0,0,4,6,1948,0,98027,67,8.0,-239921.30972866216,70040.01168334515,6747.142813720048,2
17034,17034,2015,286000,3,2.5,1680,4226,2.0,0,0,3,8,2003,0,98042,12,22.0,-254718.70708307036,-8350.435356919395,6396.921805513487,2
17035,17035,2015,531800,3,2.5,1930,5344,2.0,0,0,3,7,2004,0,98053,11,5.0,-8920.007978820124,-9730.623543179192,6276.758923665149,0
17036,17036,2014,502000,4,2.25,2140,10943,1.0,0,0,3,7,1977,0,98034,37,6.0,-38661.14449392115,-3828.545898005781,6319.632911923969,0
17037,17037,2014,993500,4,2.25,4070,23321,2.0,0,0,4,10,1968,0,98040,46,2.0,452941.84622133704,3556.9096429720576,6130.839569673475,4
17038,17038,2014,450000,3,1.0,1350,10000,1.0,0,0,4,7,1954,0,98006,60,3.0,-90669.34151052796,-4244.793713605594,6340.81620484623,0
17039,17039,2014,997950,4,3.5,4270,117176,2.0,0,0,3,9,2008,0,98024,6,9.0,458345.86970049515,97361.04053136325,6560.242321413207,4
17040,17040,2014,526000,3,1.0,1320,5250,1.5,0,0,5,7,1913,0,98126,101,10.0,-14721.723134292759,-9767.177295790401,6281.528879186948,0
17041,17041,2015,335000,3,1.75,2100,8298,1.0,0,0,4,7,1952,0,98166,63,10.0,-205679.1941508525,-4775.854052878161,6398.846936685812,2
17042,17042,2014,187250,2,1.0,710,14700,1.0,0,0,5,6,1926,0,98168,88,10.0,-353358.68819531385,3124.3241585744213,6499.600190290303,2
17043,17043,2014,735000,3,2.25,2350,6000,1.0,0,0,5,7,1948,0,98115,66,10.0,194276.56680015466,-11139.356632594807,6184.180796362874,4
17044,17044,2015,425000,3,1.0,1180,8400,1.0,0,0,3,7,1951,0,98125,64,10.0,-115684.56703509064,-5591.007697086562,6351.715296792954,0
17045,17045,2014,110000,3,1.0,1250,53143,1.0,0,0,5,6,1945,0,98038,69,20.0,-430212.899756941,42351.43482712248,6720.617175261274,2
17046,17046,2014,305000,3,2.0,1490,7697,1.0,0,0,3,7,1994,0,98059,20,19.0,-235684.76977892715,-5073.327992438814,6414.098259406051,2
17047,17047,2015,212000,3,1.0,1000,9450,1.0,0,0,3,6,1962,0,98055,53,19.0,-328662.85459451715,-2376.2321337390863,6469.1152577674775,2
17048,17048,2015,1380000,5,4.25,4050,18827,1.0,0,2,4,10,1979,0,98040,36,2.0,839375.537803353,-4865.917261692747,5920.995743741656,3
17049,17049,2014,298950,5,2.25,2300,11505,1.0,0,0,3,8,1963,0,98030,51,22.0,-241694.3220822709,-1202.119996635474,6441.06479159198,2
17050,17050,2015,525000,3,1.75,1330,8136,1.0,0,0,4,7,1977,0,98033,38,6.0,-15692.314102006141,-6871.201924202682,6305.398335124996,0
17051,17051,2014,707000,4,3.25,3200,7081,2.0,0,0,3,9,2004,0,98075,10,4.0,166290.54170133808,-9771.75346412323,6215.399764522245,4
17052,17052,2014,695000,3,2.75,2590,12063,2.0,0,0,3,10,1993,0,98006,21,3.0,154340.7476326063,-4669.564242856057,6242.727495451899,4
